37 cents,37:1,0.00005 seconds
38 cents,37:1 1:1,0.00009 seconds
38 cents,37:1 1:1,0.00006 seconds
39 cents,37:1 1:2,0.00008 seconds
39 cents,37:1 1:2,0.00007 seconds
40 cents,23:1 17:1,0.00004 seconds
40 cents,23:1 17:1,0.00004 seconds
41 cents,23:1 17:1 1:1,0.00006 seconds
41 cents,23:1 17:1 1:1,0.00006 seconds
42 cents,23:1 17:1 1:2,0.00009 seconds
42 cents,23:1 17:1 1:2,0.00011 seconds
43 cents,23:1 17:1 1:3,0.00007 seconds
43 cents,23:1 17:1 1:3,0.00010 seconds
44 cents,37:1 7:1,0.00007 seconds
44 cents,37:1 7:1,0.00009 seconds
45 cents,37:1 7:1 1:1,0.00007 seconds
45 cents,37:1 7:1 1:1,0.00009 seconds
46 cents,23:2,0.00011 seconds
46 cents,23:2,0.00014 seconds
47 cents,23:2 1:1,0.00012 seconds
47 cents,23:2 1:1,0.00009 seconds
48 cents,23:2 1:2,0.00010 seconds
48 cents,23:2 1:2,0.00010 seconds
49 cents,23:2 1:3,0.00007 seconds
49 cents,23:2 1:3,0.00010 seconds
50 cents,23:2 1:4,0.00013 seconds
50 cents,23:2 1:4,0.00008 seconds
51 cents,37:1 7:2,0.00017 seconds
51 cents,37:1 7:2,0.00014 seconds
52 cents,52:1,0.00021 seconds
52 cents,52:1,0.00010 seconds
53 cents,52:1 1:1,0.00008 seconds
53 cents,52:1 1:1,0.00011 seconds
54 cents,37:1 17:1,0.00010 seconds
54 cents,37:1 17:1,0.00009 seconds
55 cents,37:1 17:1 1:1,0.00010 seconds
55 cents,37:1 17:1 1:1,0.00010 seconds
56 cents,37:1 17:1 1:2,0.00009 seconds
56 cents,37:1 17:1 1:2,0.00010 seconds
57 cents,23:1 17:2,0.00009 seconds
57 cents,23:1 17:2,0.00010 seconds
58 cents,23:1 17:2 1:1,0.00009 seconds
58 cents,23:1 17:2 1:1,0.00012 seconds
59 cents,52:1 7:1,0.00011 seconds
59 cents,52:1 7:1,0.00013 seconds
60 cents,37:1 23:1,0.00010 seconds
60 cents,37:1 23:1,0.00011 seconds
61 cents,37:1 23:1 1:1,0.00008 seconds
61 cents,37:1 23:1 1:1,0.00010 seconds
62 cents,37:1 23:1 1:2,0.00036 seconds
62 cents,37:1 23:1 1:2,0.00012 seconds
63 cents,23:2 17:1,0.00010 seconds
63 cents,23:2 17:1,0.00007 seconds
64 cents,23:2 17:1 1:1,0.00021 seconds
64 cents,23:2 17:1 1:1,0.00009 seconds
65 cents,23:2 17:1 1:2,0.00012 seconds
65 cents,23:2 17:1 1:2,0.00010 seconds
66 cents,52:1 7:2,0.00010 seconds
66 cents,52:1 7:2,0.00016 seconds
67 cents,37:1 23:1 7:1,0.00012 seconds
67 cents,37:1 23:1 7:1,0.00009 seconds
68 cents,37:1 23:1 7:1 1:1,0.00017 seconds
68 cents,37:1 23:1 7:1 1:1,0.00019 seconds
69 cents,52:1 17:1,0.00010 seconds
69 cents,52:1 17:1,0.00008 seconds
70 cents,52:1 17:1 1:1,0.00012 seconds
70 cents,52:1 17:1 1:1,0.00014 seconds
71 cents,37:1 17:2,0.00015 seconds
71 cents,37:1 17:2,0.00012 seconds
72 cents,37:1 17:2 1:1,0.00015 seconds
72 cents,37:1 17:2 1:1,0.00008 seconds
73 cents,52:1 7:3,0.00011 seconds
73 cents,52:1 7:3,0.00008 seconds
74 cents,37:2,0.00012 seconds
74 cents,37:2,0.00013 seconds
75 cents,52:1 23:1,0.00011 seconds
75 cents,52:1 23:1,0.00008 seconds
76 cents,52:1 23:1 1:1,0.00007 seconds
76 cents,52:1 23:1 1:1,0.00010 seconds
77 cents,37:1 23:1 17:1,0.00011 seconds
77 cents,37:1 23:1 17:1,0.00008 seconds
78 cents,37:1 23:1 17:1 1:1,0.00010 seconds
78 cents,37:1 23:1 17:1 1:1,0.00008 seconds
79 cents,37:1 23:1 17:1 1:2,0.00013 seconds
79 cents,37:1 23:1 17:1 1:2,0.00010 seconds
80 cents,23:2 17:2,0.00013 seconds
80 cents,23:2 17:2,0.00014 seconds
81 cents,37:2 7:1,0.00016 seconds
81 cents,37:2 7:1,0.00008 seconds
82 cents,52:1 23:1 7:1,0.00018 seconds
82 cents,52:1 23:1 7:1,0.00017 seconds
83 cents,37:1 23:2,0.00010 seconds
83 cents,37:1 23:2,0.00014 seconds
84 cents,37:1 23:2 1:1,0.00015 seconds
84 cents,37:1 23:2 1:1,0.00010 seconds
85 cents,37:1 23:2 1:2,0.00022 seconds
85 cents,37:1 23:2 1:2,0.00014 seconds
86 cents,52:1 17:2,0.00094 seconds
86 cents,52:1 17:2,0.00014 seconds
87 cents,52:1 17:2 1:1,0.00013 seconds
87 cents,52:1 17:2 1:1,0.00009 seconds
88 cents,37:2 7:2,0.00014 seconds
88 cents,37:2 7:2,0.00015 seconds
89 cents,52:1 37:1,0.00014 seconds
89 cents,52:1 37:1,0.00011 seconds
90 cents,52:1 37:1 1:1,0.00013 seconds
90 cents,52:1 37:1 1:1,0.00011 seconds
91 cents,37:2 17:1,0.00015 seconds
91 cents,37:2 17:1,0.00018 seconds
92 cents,52:1 23:1 17:1,0.00012 seconds
92 cents,52:1 23:1 17:1,0.00015 seconds
93 cents,52:1 23:1 17:1 1:1,0.00023 seconds
93 cents,52:1 23:1 17:1 1:1,0.00019 seconds
94 cents,37:1 23:1 17:2,0.00018 seconds
94 cents,37:1 23:1 17:2,0.00018 seconds
95 cents,37:1 23:1 17:2 1:1,0.00015 seconds
95 cents,37:1 23:1 17:2 1:1,0.00017 seconds
96 cents,52:1 37:1 7:1,0.00017 seconds
96 cents,52:1 37:1 7:1,0.00034 seconds
97 cents,37:2 23:1,0.00032 seconds
97 cents,37:2 23:1,0.00018 seconds
98 cents,52:1 23:2,0.00024 seconds
98 cents,52:1 23:2,0.00024 seconds
99 cents,52:1 23:2 1:1,0.00018 seconds
99 cents,52:1 23:2 1:1,0.00016 seconds
100 cents,37:1 23:2 17:1,0.00017 seconds
100 cents,37:1 23:2 17:1,0.00011 seconds
101 cents,37:1 23:2 17:1 1:1,0.00024 seconds
101 cents,37:1 23:2 17:1 1:1,0.00075 seconds
102 cents,37:1 23:2 17:1 1:2,0.00020 seconds
102 cents,37:1 23:2 17:1 1:2,0.00014 seconds
103 cents,52:1 37:1 7:2,0.00021 seconds
103 cents,52:1 37:1 7:2,0.00022 seconds
104 cents,52:2,0.00018 seconds
104 cents,52:2,0.00018 seconds
105 cents,52:2 1:1,0.00019 seconds
105 cents,52:2 1:1,0.00023 seconds
106 cents,52:1 37:1 17:1,0.00019 seconds
106 cents,52:1 37:1 17:1,0.00024 seconds
107 cents,52:1 37:1 17:1 1:1,0.00019 seconds
107 cents,52:1 37:1 17:1 1:1,0.00022 seconds
108 cents,37:2 17:2,0.00021 seconds
108 cents,37:2 17:2,0.00021 seconds
109 cents,52:1 23:1 17:2,0.00022 seconds
109 cents,52:1 23:1 17:2,0.00036 seconds
110 cents,52:1 23:1 17:2 1:1,0.00021 seconds
110 cents,52:1 23:1 17:2 1:1,0.00025 seconds
111 cents,52:2 7:1,0.00021 seconds
111 cents,52:2 7:1,0.00024 seconds
112 cents,52:1 37:1 23:1,0.00050 seconds
112 cents,52:1 37:1 23:1,0.00023 seconds
113 cents,52:1 37:1 23:1 1:1,0.00032 seconds
113 cents,52:1 37:1 23:1 1:1,0.00025 seconds
114 cents,37:2 23:1 17:1,0.00037 seconds
114 cents,37:2 23:1 17:1,0.00027 seconds
115 cents,52:1 23:2 17:1,0.00024 seconds
115 cents,52:1 23:2 17:1,0.00023 seconds
116 cents,52:1 23:2 17:1 1:1,0.00024 seconds
116 cents,52:1 23:2 17:1 1:1,0.00025 seconds
117 cents,37:1 23:2 17:2,0.00020 seconds
117 cents,37:1 23:2 17:2,0.00024 seconds
118 cents,52:2 7:2,0.00024 seconds
118 cents,52:2 7:2,0.00024 seconds
119 cents,52:1 37:1 23:1 7:1,0.00014 seconds
119 cents,52:1 37:1 23:1 7:1,0.00015 seconds
120 cents,37:2 23:2,0.00027 seconds
120 cents,37:2 23:2,0.00032 seconds
121 cents,52:2 17:1,0.00014 seconds
121 cents,52:2 17:1,0.00019 seconds
122 cents,52:2 17:1 1:1,0.00026 seconds
122 cents,52:2 17:1 1:1,0.00025 seconds
123 cents,52:1 37:1 17:2,0.00181 seconds
123 cents,52:1 37:1 17:2,0.00025 seconds
124 cents,52:1 37:1 17:2 1:1,0.00025 seconds
124 cents,52:1 37:1 17:2 1:1,0.00017 seconds
125 cents,52:2 7:3,0.00031 seconds
125 cents,52:2 7:3,0.00024 seconds
126 cents,52:1 37:2,0.00027 seconds
126 cents,52:1 37:2,0.00021 seconds
127 cents,52:2 23:1,0.00023 seconds
127 cents,52:2 23:1,0.00023 seconds
128 cents,52:2 23:1 1:1,0.00023 seconds
128 cents,52:2 23:1 1:1,0.00039 seconds
129 cents,52:1 37:1 23:1 17:1,0.00024 seconds
129 cents,52:1 37:1 23:1 17:1,0.00015 seconds
130 cents,52:1 37:1 23:1 17:1 1:1,0.00026 seconds
130 cents,52:1 37:1 23:1 17:1 1:1,0.00014 seconds
131 cents,37:2 23:1 17:2,0.00028 seconds
131 cents,37:2 23:1 17:2,0.00022 seconds
132 cents,52:1 23:2 17:2,0.00052 seconds
132 cents,52:1 23:2 17:2,0.00023 seconds
133 cents,52:1 37:2 7:1,0.00116 seconds
133 cents,52:1 37:2 7:1,0.00031 seconds
134 cents,52:2 23:1 7:1,0.00023 seconds
134 cents,52:2 23:1 7:1,0.00035 seconds
135 cents,52:1 37:1 23:2,0.00028 seconds
135 cents,52:1 37:1 23:2,0.00026 seconds
136 cents,52:1 37:1 23:2 1:1,0.00022 seconds
136 cents,52:1 37:1 23:2 1:1,0.00030 seconds
137 cents,37:2 23:2 17:1,0.00045 seconds
137 cents,37:2 23:2 17:1,0.00020 seconds
138 cents,52:2 17:2,0.00028 seconds
138 cents,52:2 17:2,0.00027 seconds
139 cents,52:2 17:2 1:1,0.00026 seconds
139 cents,52:2 17:2 1:1,0.00026 seconds
140 cents,52:1 37:2 7:2,0.00025 seconds
140 cents,52:1 37:2 7:2,0.00026 seconds
141 cents,52:2 37:1,0.00025 seconds
141 cents,52:2 37:1,0.00028 seconds
142 cents,52:2 37:1 1:1,0.00027 seconds
142 cents,52:2 37:1 1:1,0.00041 seconds
143 cents,52:1 37:2 17:1,0.00025 seconds
143 cents,52:1 37:2 17:1,0.00018 seconds
144 cents,52:2 23:1 17:1,0.00056 seconds
144 cents,52:2 23:1 17:1,0.00020 seconds
145 cents,52:2 23:1 17:1 1:1,0.00027 seconds
145 cents,52:2 23:1 17:1 1:1,0.00031 seconds
146 cents,52:1 37:1 23:1 17:2,0.00027 seconds
146 cents,52:1 37:1 23:1 17:2,0.00030 seconds
147 cents,52:1 37:1 23:1 17:2 1:1,0.00028 seconds
147 cents,52:1 37:1 23:1 17:2 1:1,0.00026 seconds
148 cents,52:2 37:1 7:1,0.00029 seconds
148 cents,52:2 37:1 7:1,0.00031 seconds
149 cents,52:1 37:2 23:1,0.00029 seconds
149 cents,52:1 37:2 23:1,0.00028 seconds
150 cents,52:2 23:2,0.00028 seconds
150 cents,52:2 23:2,0.00031 seconds
151 cents,52:2 23:2 1:1,0.00043 seconds
151 cents,52:2 23:2 1:1,0.00022 seconds
152 cents,52:1 37:1 23:2 17:1,0.00027 seconds
152 cents,52:1 37:1 23:2 17:1,0.00020 seconds
153 cents,52:1 37:1 23:2 17:1 1:1,0.00026 seconds
153 cents,52:1 37:1 23:2 17:1 1:1,0.00028 seconds
154 cents,37:2 23:2 17:2,0.00027 seconds
154 cents,37:2 23:2 17:2,0.00030 seconds
155 cents,52:2 37:1 7:2,0.00027 seconds
155 cents,52:2 37:1 7:2,0.00019 seconds
156 cents,52:3,0.00020 seconds
156 cents,52:3,0.00018 seconds
157 cents,52:3 1:1,0.00027 seconds
157 cents,52:3 1:1,0.00018 seconds
158 cents,52:2 37:1 17:1,0.00029 seconds
158 cents,52:2 37:1 17:1,0.00035 seconds
159 cents,52:2 37:1 17:1 1:1,0.00029 seconds
159 cents,52:2 37:1 17:1 1:1,0.00030 seconds
160 cents,52:1 37:2 17:2,0.00041 seconds
160 cents,52:1 37:2 17:2,0.00044 seconds
161 cents,52:2 23:1 17:2,0.00037 seconds
161 cents,52:2 23:1 17:2,0.00020 seconds
162 cents,52:2 23:1 17:2 1:1,0.00046 seconds
162 cents,52:2 23:1 17:2 1:1,0.00034 seconds
163 cents,52:3 7:1,0.00050 seconds
163 cents,52:3 7:1,0.00033 seconds
164 cents,52:2 37:1 23:1,0.00033 seconds
164 cents,52:2 37:1 23:1,0.00050 seconds
165 cents,52:2 37:1 23:1 1:1,0.00031 seconds
165 cents,52:2 37:1 23:1 1:1,0.00025 seconds
166 cents,52:1 37:2 23:1 17:1,0.00038 seconds
166 cents,52:1 37:2 23:1 17:1,0.00025 seconds
167 cents,52:2 23:2 17:1,0.00033 seconds
167 cents,52:2 23:2 17:1,0.00021 seconds
168 cents,52:2 23:2 17:1 1:1,0.00032 seconds
168 cents,52:2 23:2 17:1 1:1,0.00038 seconds
169 cents,52:1 37:1 23:2 17:2,0.00039 seconds
169 cents,52:1 37:1 23:2 17:2,0.00037 seconds
170 cents,52:3 7:2,0.00035 seconds
170 cents,52:3 7:2,0.00035 seconds
171 cents,52:2 37:1 23:1 7:1,0.00036 seconds
171 cents,52:2 37:1 23:1 7:1,0.00033 seconds
172 cents,52:1 37:2 23:2,0.00043 seconds
172 cents,52:1 37:2 23:2,0.00037 seconds
173 cents,52:3 17:1,0.00040 seconds
173 cents,52:3 17:1,0.00037 seconds
174 cents,52:3 17:1 1:1,0.00047 seconds
174 cents,52:3 17:1 1:1,0.00039 seconds
175 cents,52:2 37:1 17:2,0.00037 seconds
175 cents,52:2 37:1 17:2,0.00037 seconds
176 cents,52:2 37:1 17:2 1:1,0.00054 seconds
176 cents,52:2 37:1 17:2 1:1,0.00041 seconds
177 cents,52:3 7:3,0.00036 seconds
177 cents,52:3 7:3,0.00044 seconds
178 cents,52:2 37:2,0.00033 seconds
178 cents,52:2 37:2,0.00026 seconds
179 cents,52:3 23:1,0.00035 seconds
179 cents,52:3 23:1,0.00031 seconds
180 cents,52:3 23:1 1:1,0.00033 seconds
180 cents,52:3 23:1 1:1,0.00031 seconds
181 cents,52:2 37:1 23:1 17:1,0.00031 seconds
181 cents,52:2 37:1 23:1 17:1,0.00021 seconds
182 cents,52:2 37:1 23:1 17:1 1:1,0.00037 seconds
182 cents,52:2 37:1 23:1 17:1 1:1,0.00032 seconds
183 cents,52:1 37:2 23:1 17:2,0.00033 seconds
183 cents,52:1 37:2 23:1 17:2,0.00034 seconds
184 cents,52:2 23:2 17:2,0.00034 seconds
184 cents,52:2 23:2 17:2,0.00033 seconds
185 cents,52:2 37:2 7:1,0.00108 seconds
185 cents,52:2 37:2 7:1,0.00074 seconds
186 cents,52:3 23:1 7:1,0.00034 seconds
186 cents,52:3 23:1 7:1,0.00036 seconds
187 cents,52:2 37:1 23:2,0.00062 seconds
187 cents,52:2 37:1 23:2,0.00036 seconds
188 cents,52:2 37:1 23:2 1:1,0.00038 seconds
188 cents,52:2 37:1 23:2 1:1,0.00041 seconds
189 cents,52:1 37:2 23:2 17:1,0.00037 seconds
189 cents,52:1 37:2 23:2 17:1,0.00035 seconds
190 cents,52:3 17:2,0.00031 seconds
190 cents,52:3 17:2,0.00029 seconds
191 cents,52:3 17:2 1:1,0.00035 seconds
191 cents,52:3 17:2 1:1,0.00042 seconds
192 cents,52:2 37:2 7:2,0.00039 seconds
192 cents,52:2 37:2 7:2,0.00036 seconds
193 cents,52:3 37:1,0.00038 seconds
193 cents,52:3 37:1,0.00024 seconds
194 cents,52:3 37:1 1:1,0.00040 seconds
194 cents,52:3 37:1 1:1,0.00049 seconds
195 cents,52:2 37:2 17:1,0.00036 seconds
195 cents,52:2 37:2 17:1,0.00035 seconds
196 cents,52:3 23:1 17:1,0.00037 seconds
196 cents,52:3 23:1 17:1,0.00522 seconds
197 cents,52:3 23:1 17:1 1:1,0.00025 seconds
197 cents,52:3 23:1 17:1 1:1,0.00035 seconds
198 cents,52:2 37:1 23:1 17:2,0.00021 seconds
198 cents,52:2 37:1 23:1 17:2,0.00030 seconds
199 cents,52:2 37:1 23:1 17:2 1:1,0.00057 seconds
199 cents,52:2 37:1 23:1 17:2 1:1,0.00027 seconds
200 cents,52:3 37:1 7:1,0.00034 seconds
200 cents,52:3 37:1 7:1,0.00023 seconds
201 cents,52:2 37:2 23:1,0.00037 seconds
201 cents,52:2 37:2 23:1,0.00026 seconds
202 cents,52:3 23:2,0.00046 seconds
202 cents,52:3 23:2,0.00037 seconds
203 cents,52:3 23:2 1:1,0.00035 seconds
203 cents,52:3 23:2 1:1,0.00033 seconds
204 cents,52:2 37:1 23:2 17:1,0.00031 seconds
204 cents,52:2 37:1 23:2 17:1,0.00026 seconds
205 cents,52:2 37:1 23:2 17:1 1:1,0.00027 seconds
205 cents,52:2 37:1 23:2 17:1 1:1,0.00029 seconds
206 cents,52:1 37:2 23:2 17:2,0.00027 seconds
206 cents,52:1 37:2 23:2 17:2,0.00039 seconds
207 cents,52:3 37:1 7:2,0.00040 seconds
207 cents,52:3 37:1 7:2,0.00041 seconds
208 cents,52:4,0.00028 seconds
208 cents,52:4,0.00021 seconds
209 cents,52:4 1:1,0.00026 seconds
209 cents,52:4 1:1,0.00014 seconds
210 cents,52:3 37:1 17:1,0.00033 seconds
210 cents,52:3 37:1 17:1,0.00032 seconds
211 cents,52:3 37:1 17:1 1:1,0.00025 seconds
211 cents,52:3 37:1 17:1 1:1,0.00027 seconds
212 cents,52:2 37:2 17:2,0.00037 seconds
212 cents,52:2 37:2 17:2,0.00015 seconds
213 cents,52:3 23:1 17:2,0.00028 seconds
213 cents,52:3 23:1 17:2,0.00030 seconds
214 cents,52:3 23:1 17:2 1:1,0.00093 seconds
214 cents,52:3 23:1 17:2 1:1,0.00028 seconds
215 cents,52:4 7:1,0.00032 seconds
215 cents,52:4 7:1,0.00032 seconds
216 cents,52:3 37:1 23:1,0.00036 seconds
216 cents,52:3 37:1 23:1,0.00034 seconds
217 cents,52:3 37:1 23:1 1:1,0.00032 seconds
217 cents,52:3 37:1 23:1 1:1,0.00035 seconds
218 cents,52:2 37:2 23:1 17:1,0.00018 seconds
218 cents,52:2 37:2 23:1 17:1,0.00020 seconds
219 cents,52:3 23:2 17:1,0.00035 seconds
219 cents,52:3 23:2 17:1,0.00033 seconds
220 cents,52:3 23:2 17:1 1:1,0.00028 seconds
220 cents,52:3 23:2 17:1 1:1,0.00031 seconds
221 cents,52:2 37:1 23:2 17:2,0.00029 seconds
221 cents,52:2 37:1 23:2 17:2,0.00030 seconds
222 cents,52:4 7:2,0.00030 seconds
222 cents,52:4 7:2,0.00029 seconds
223 cents,52:3 37:1 23:1 7:1,0.00035 seconds
223 cents,52:3 37:1 23:1 7:1,0.00030 seconds
224 cents,52:2 37:2 23:2,0.00030 seconds
224 cents,52:2 37:2 23:2,0.00027 seconds
225 cents,52:4 17:1,0.00042 seconds
225 cents,52:4 17:1,0.00032 seconds
226 cents,52:4 17:1 1:1,0.00041 seconds
226 cents,52:4 17:1 1:1,0.00029 seconds
227 cents,52:3 37:1 17:2,0.00033 seconds
227 cents,52:3 37:1 17:2,0.00101 seconds
228 cents,52:3 37:1 17:2 1:1,0.00057 seconds
228 cents,52:3 37:1 17:2 1:1,0.00032 seconds
229 cents,52:4 7:3,0.00035 seconds
229 cents,52:4 7:3,0.00033 seconds
230 cents,52:3 37:2,0.00031 seconds
230 cents,52:3 37:2,0.00038 seconds
231 cents,52:4 23:1,0.00033 seconds
231 cents,52:4 23:1,0.00033 seconds
232 cents,52:4 23:1 1:1,0.00063 seconds
232 cents,52:4 23:1 1:1,0.00040 seconds
233 cents,52:3 37:1 23:1 17:1,0.00028 seconds
233 cents,52:3 37:1 23:1 17:1,0.00033 seconds
234 cents,52:3 37:1 23:1 17:1 1:1,0.00101 seconds
234 cents,52:3 37:1 23:1 17:1 1:1,0.00031 seconds
235 cents,52:2 37:2 23:1 17:2,0.00041 seconds
235 cents,52:2 37:2 23:1 17:2,0.00033 seconds
236 cents,52:3 23:2 17:2,0.00062 seconds
236 cents,52:3 23:2 17:2,0.00021 seconds
237 cents,52:3 37:2 7:1,0.00041 seconds
237 cents,52:3 37:2 7:1,0.00034 seconds
238 cents,52:4 23:1 7:1,0.00038 seconds
238 cents,52:4 23:1 7:1,0.00036 seconds
239 cents,52:3 37:1 23:2,0.00029 seconds
239 cents,52:3 37:1 23:2,0.00035 seconds
240 cents,52:3 37:1 23:2 1:1,0.00098 seconds
240 cents,52:3 37:1 23:2 1:1,0.00037 seconds
241 cents,52:2 37:2 23:2 17:1,0.00036 seconds
241 cents,52:2 37:2 23:2 17:1,0.00031 seconds
242 cents,52:4 17:2,0.00055 seconds
242 cents,52:4 17:2,0.00035 seconds
243 cents,52:4 17:2 1:1,0.00057 seconds
243 cents,52:4 17:2 1:1,0.00037 seconds
244 cents,52:3 37:2 7:2,0.00075 seconds
244 cents,52:3 37:2 7:2,0.00050 seconds
245 cents,52:4 37:1,0.00035 seconds
245 cents,52:4 37:1,0.00037 seconds
246 cents,52:4 37:1 1:1,0.00041 seconds
246 cents,52:4 37:1 1:1,0.00039 seconds
247 cents,52:3 37:2 17:1,0.00038 seconds
247 cents,52:3 37:2 17:1,0.00036 seconds
248 cents,52:4 23:1 17:1,0.00065 seconds
248 cents,52:4 23:1 17:1,0.00127 seconds
249 cents,52:4 23:1 17:1 1:1,0.00039 seconds
249 cents,52:4 23:1 17:1 1:1,0.00045 seconds
250 cents,52:3 37:1 23:1 17:2,0.00034 seconds
250 cents,52:3 37:1 23:1 17:2,0.00037 seconds
251 cents,52:3 37:1 23:1 17:2 1:1,0.00083 seconds
251 cents,52:3 37:1 23:1 17:2 1:1,0.00040 seconds
252 cents,52:4 37:1 7:1,0.00056 seconds
252 cents,52:4 37:1 7:1,0.00039 seconds
253 cents,52:3 37:2 23:1,0.00093 seconds
253 cents,52:3 37:2 23:1,0.00037 seconds
254 cents,52:4 23:2,0.00066 seconds
254 cents,52:4 23:2,0.00041 seconds
255 cents,52:4 23:2 1:1,0.00050 seconds
255 cents,52:4 23:2 1:1,0.00066 seconds
256 cents,52:3 37:1 23:2 17:1,0.00028 seconds
256 cents,52:3 37:1 23:2 17:1,0.00037 seconds
257 cents,52:3 37:1 23:2 17:1 1:1,0.00029 seconds
257 cents,52:3 37:1 23:2 17:1 1:1,0.00041 seconds
258 cents,52:2 37:2 23:2 17:2,0.00045 seconds
258 cents,52:2 37:2 23:2 17:2,0.00047 seconds
259 cents,52:4 37:1 7:2,0.00032 seconds
259 cents,52:4 37:1 7:2,0.00035 seconds
260 cents,52:5,0.00027 seconds
260 cents,52:5,0.00042 seconds
261 cents,52:5 1:1,0.00053 seconds
261 cents,52:5 1:1,0.00039 seconds
262 cents,52:4 37:1 17:1,0.00026 seconds
262 cents,52:4 37:1 17:1,0.00040 seconds
263 cents,52:4 37:1 17:1 1:1,0.00027 seconds
263 cents,52:4 37:1 17:1 1:1,0.00053 seconds
264 cents,52:3 37:2 17:2,0.00025 seconds
264 cents,52:3 37:2 17:2,0.00023 seconds
265 cents,52:4 23:1 17:2,0.00028 seconds
265 cents,52:4 23:1 17:2,0.00040 seconds
266 cents,52:4 23:1 17:2 1:1,0.00030 seconds
266 cents,52:4 23:1 17:2 1:1,0.00042 seconds
267 cents,52:5 7:1,0.00029 seconds
267 cents,52:5 7:1,0.00044 seconds
268 cents,52:4 37:1 23:1,0.00064 seconds
268 cents,52:4 37:1 23:1,0.00101 seconds
269 cents,52:4 37:1 23:1 1:1,0.00037 seconds
269 cents,52:4 37:1 23:1 1:1,0.00041 seconds
270 cents,52:3 37:2 23:1 17:1,0.00030 seconds
270 cents,52:3 37:2 23:1 17:1,0.00032 seconds
271 cents,52:4 23:2 17:1,0.00028 seconds
271 cents,52:4 23:2 17:1,0.00022 seconds
272 cents,52:4 23:2 17:1 1:1,0.00023 seconds
272 cents,52:4 23:2 17:1 1:1,0.00026 seconds
273 cents,52:3 37:1 23:2 17:2,0.00047 seconds
273 cents,52:3 37:1 23:2 17:2,0.00062 seconds
274 cents,52:5 7:2,0.00038 seconds
274 cents,52:5 7:2,0.00032 seconds
275 cents,52:4 37:1 23:1 7:1,0.00027 seconds
275 cents,52:4 37:1 23:1 7:1,0.00054 seconds
276 cents,52:3 37:2 23:2,0.00034 seconds
276 cents,52:3 37:2 23:2,0.00031 seconds
277 cents,52:5 17:1,0.00028 seconds
